扰动类型,扰动幅度_百分比,样本序号,重优化成本_元,成本变化率_百分比,同情景无储能成本_元,同情景节费率_百分比,购电总量变化率_百分比,电池调度相对变化_百分比,全冻结缺电量_千瓦时,全冻结富余量_千瓦时,固定电池可行,固定电池补救成本_元,固定电池后悔率_百分比,固定电池不可吸收电量_千瓦时,独立回代最大违反量_千瓦时
逐时段独立,5.0,58,35121.74217308096,-0.014821743465576064,47968.646320702566,26.781877607576078,0.20489588675840498,6.704894632060561,1813.3685396581511,1695.0855639807912,False,,,129.07553524995194,1.1368683772161603e-12
逐时段独立,5.0,59,34862.4316147555,-0.7530314902999546,47944.73454149905,27.286214121010573,-0.6211256620552996,5.535425288452164,1401.4444972569036,1782.2706149128392,False,,,100.55423238403664,3.637978807091713e-12
逐时段独立,5.0,60,35012.45678534318,-0.3259372604563927,47860.30329196258,26.84447365125035,-0.37035104869287405,5.273194427004842,1483.149319147979,1668.1051024218373,False,,,91.69222303203301,4.320099833421409e-12
逐时段独立,5.0,61,35527.03366419775,1.1389690276604596,48443.21037899939,26.66251186440966,1.0756113915938226,7.368870639316521,1926.6084899516181,1320.2920026842637,False,,,69.72179315618739,7.73070496506989e-12
逐时段独立,5.0,62,35467.495610620055,0.9694750751487486,48162.9609023887,26.359395381646895,1.0563912858984503,5.315487300421402,1942.6190451428754,1304.764660239183,False,,,90.05110539211697,6.366462912410498e-12
逐时段独立,5.0,63,35451.50259320302,0.923945878748922,48666.8618677708,27.154738907296462,0.5285570362545844,5.946753785128934,1699.441620267736,1420.2641214835303,False,,,81.08686104097106,5.002220859751105e-12
逐时段独立,5.0,64,35341.43073650853,0.6105914284374845,48180.63000850791,26.648051861779695,0.25803811316040814,3.4037661843993976,1588.536643820572,1408.518323788734,False,,,64.0138849274253,6.139089236967266e-12
逐时段独立,5.0,65,35185.20228250962,0.16583758493947087,48065.62346921225,26.797574351559177,0.20417763147042578,6.31741648897432,1596.1884938475002,1493.039126726112,False,,,117.63420486884655,3.410605131648481e-12
逐时段独立,5.0,66,35037.27604565445,-0.2552813643397251,47956.69079333609,26.93975446170044,-0.3266700811115353,6.4897349439260426,1536.6198465111167,1667.208525809224,False,,,140.88203499720098,4.547473508864641e-12
逐时段独立,5.0,67,34943.09518723139,-0.5233970481055643,47976.93790418894,27.16689160735193,-0.5979658564870705,5.5851560170333645,1508.1258935758715,1844.1600800688248,False,,,55.56676276646908,5.002220859751105e-12
逐时段独立,5.0,68,35405.62656284002,0.7933452083453312,48477.699231491584,26.965125977265476,0.4772718633050621,7.140725665880131,1870.195301214136,1630.0671129754428,False,,,86.38887014696286,1.0231815394945443e-12
逐时段独立,5.0,69,35115.69232703701,-0.03204454899008108,48132.08356729608,27.04306623680678,-0.0831030989812187,3.6426163007595753,1341.238633553497,1409.5950189990403,False,,,112.81376446025482,9.094947017729282e-13
逐时段独立,5.0,70,34983.500199537615,-0.4083713657807317,48038.360799393995,27.175907717527835,-0.3250301493562202,3.546303765120541,1314.2966617462623,1535.1022750810898,False,,,145.88904194023826,9.549694368615746e-12
逐时段独立,5.0,71,34887.81516078841,-0.680769175908605,47896.21218071861,27.15955276556701,-0.78601411481386,4.0183310056081245,1146.407029100755,1593.2758993154773,False,,,69.29491901535683,8.810729923425242e-13
逐时段独立,5.0,72,35219.172316560274,0.2625440607514357,48015.68947739047,26.65069959446442,0.5134674954804685,4.215415042286657,1865.207846841779,1544.5595511121319,False,,,93.7075692812305,1.2732925824820995e-11
逐时段独立,5.0,73,35208.00928623545,0.23076495448130077,48142.65591298835,26.86733081392645,0.14173309464129424,4.067610795375623,1584.6525110690663,1494.411901714274,False,,,101.86115954035884,1.8189894035458565e-12
逐时段独立,5.0,74,35632.50635352306,1.439230489390281,48591.51086082631,26.669276747578127,1.1205855423284117,7.435907129603056,1881.1331039377944,1248.2323225590512,False,,,46.90985695877772,6.821210263296962e-13
逐时段独立,5.0,75,35124.54367782874,-0.00684637167982786,48372.528612109185,27.387414539590665,-0.09796504321918365,6.831983305455373,1554.088718351783,1706.3771809298794,False,,,74.3260316495761,1.3642420526593924e-12
逐时段独立,5.0,76,35407.56444058192,0.7988619919521377,48398.31955457216,26.841335057805768,0.6749681194035517,4.685951390241157,1895.4487178061604,1529.134764715254,False,,,104.8153606270242,2.7284841053187847e-12
逐时段独立,5.0,77,34782.87825232191,-0.9795053674963258,47845.4208783295,27.30155234547006,-0.6291664060034896,4.477744838680627,1358.6024017822626,1765.9242187428863,False,,,156.32241363668905,2.2737367544323206e-12
逐时段独立,5.0,78,35300.15274700051,0.49308053963555015,48051.785773652824,26.5372718648141,0.6387752193862228,4.130470861294961,1599.992806224553,1235.7688744123848,False,,,88.40620574595806,4.092726157978177e-12
逐时段独立,5.0,79,35336.57602578412,0.5967709546474157,48052.75409075157,26.46295369658086,1.0803901907543656,5.7900013649313,2060.274375813443,1435.819932605367,False,,,203.50676139417754,2.9558577807620168e-12
逐时段独立,5.0,80,35215.3601527604,0.2516915274347372,48319.65028763932,27.12000202168504,0.5477622121963233,5.91019902547349,1842.7347813117015,1597.8227819569909,False,,,99.81083330960801,9.094947017729282e-13
逐时段独立,5.0,81,35145.260814994086,0.052131529878535046,48004.54711245441,26.787642152599503,0.43853423911666134,5.014285715375408,1813.7948955671886,1560.8726014003034,False,,,150.53328948092746,1.0231815394945443e-11
逐时段独立,5.0,82,35434.74213952679,0.8762319316383294,48338.0223673403,26.69385216001647,0.669771903505656,4.131249996825338,1746.467890032745,1358.7146400035372,False,,,103.26007148305081,1.0686562745831907e-11
逐时段独立,5.0,83,35047.41796548877,-0.22640917293473037,48103.67471956457,27.141911361639913,-0.537751311754131,7.1983594897413425,1393.208720599875,1729.7064627383318,False,,,39.75501210570023,1.1368683772161603e-12
逐时段独立,5.0,84,35243.164363711316,0.330845032249787,48274.88500782821,26.99482482869443,0.17599860380899113,6.982366825714236,1643.5939727910077,1570.7868664818398,False,,,58.13912971750892,9.777068044058979e-12
逐时段独立,5.0,85,35253.71694562999,0.36088630352288203,48432.34926419375,27.21039247275742,0.23693334962984203,5.362003870340847,1545.5343802939747,1494.8739068282089,False,,,66.17428247783164,1.5916157281026244e-12
逐时段独立,5.0,86,35117.173008017926,-0.02782932096726893,48033.23234820455,26.889840031074687,-0.1829080547302131,5.23355567864548,1584.300189517509,1669.946398176758,False,,,37.97866264496166,5.9117155615240335e-12
逐时段独立,5.0,87,35242.36458585963,0.32856821093857425,48186.38679131342,26.862404648665663,0.0401817769832169,7.254314270131633,1719.1205538630265,1675.165796100086,False,,,77.32334284226516,4.320099833421409e-12
逐时段独立,5.0,88,35041.17504914607,-0.24418161429852914,47792.98270346417,26.68133883469427,-0.19372799094222737,3.982125021450462,1406.1071098263744,1478.0332003056023,False,,,114.2029398144466,3.865352482534945e-12
逐时段独立,5.0,89,34823.02854443965,-0.8652048269747106,47753.70996568151,27.077857260796222,-0.5792464885895465,5.011629512781784,1429.4504798301195,1753.0166534702018,False,,,124.30265808638197,1.0231815394945443e-12
逐时段独立,5.0,90,35027.35708392399,-0.2835188347890053,48124.574587909294,27.215237986281995,-0.4480932978074281,6.586448909930423,1522.962946155642,1829.5326073672882,False,,,98.40344987511341,2.0463630789890885e-12
逐时段独立,5.0,91,35298.66580258277,0.48884748075332063,48306.32725469281,26.927448620814754,0.5341396948384425,5.2468534109700595,1759.7993602001393,1475.4837674635755,False,,,157.04899125054428,1.5916157281026244e-12
逐时段独立,5.0,92,34925.06054223743,-0.5747383849227492,47920.873410948145,27.11931553764555,-0.5991840978240237,5.515819675992093,1674.8664673345331,2030.6007000196937,False,,,157.8968630661892,9.094947017729282e-12
逐时段独立,5.0,93,35024.24549074449,-0.2923769716428345,47903.69119415257,26.886123766972315,0.013586664648057578,4.039175289057615,1526.7193397255523,1522.0443617755868,False,,,126.9594791822306,4.320099833421409e-12
逐时段独立,5.0,94,35246.70398962223,0.34092170002782085,48177.24249414842,26.83951557853634,0.47473808789386673,6.177214480160967,1644.4549755037267,1381.2685919279302,False,,,110.73234788866677,2.5011104298755527e-12
逐时段独立,5.0,95,35135.552509730594,0.02449375987397516,48157.26990120772,27.039982578311733,-0.05839871864853352,4.362012071912464,1595.4430997645748,1648.9233786102318,False,,,84.6928067557339,1.3642420526593924e-12
逐时段独立,5.0,96,35223.63050044254,0.27523569512343865,48022.22545275652,26.65139907958874,-0.2864048449155554,6.93637071840134,1770.7747164137263,1844.7543833325049,False,,,45.324160502349514,2.5011104298755527e-12
逐时段独立,5.0,97,35065.731236615415,-0.1742746384622008,48154.11684591521,27.180200710938905,-0.04395495370722591,4.752780574311002,1593.6887765248864,1659.2377957548808,False,,,157.77627441527844,3.183231456205249e-12
逐时段独立,5.0,98,35110.16173497641,-0.04778913336513499,47957.08002892303,26.78836636050112,-0.06476198603860839,4.377266074783065,1516.3008759410009,1523.668236011988,False,,,144.31845649338982,6.139089236967266e-12
逐时段独立,5.0,99,35003.95827432725,-0.3501309674386843,48069.86718500091,27.181079698823424,-0.44341218613833666,7.427701162265208,1471.049641478149,1740.406456743397,False,,,125.11100742329032,8.412825991399586e-12
逐时段独立,5.0,100,35329.18857256642,0.5757402260692748,48302.030491308054,26.85775688265548,0.6610644961078993,6.359186177635946,1835.0469410495732,1489.7285989251664,False,,,114.43621174517449,9.549694368615746e-12
逐时段独立,10.0,1,35350.02940696458,0.6350702710324916,48557.21898537485,27.199229804302,0.8858983785567709,11.352854406690376,3586.8950371520573,3163.9976881080447,False,,,198.58046661301648,4.774847184307873e-12
逐时段独立,10.0,2,35068.03171248551,-0.16772560428239083,47654.51380691369,26.41194105017213,0.4696167241476257,12.341678697405971,3656.235313940426,3363.450236407176,False,,,325.4717807254938,9.549694368615746e-12
逐时段独立,10.0,3,35695.5431016066,1.6186845854537686,48692.779270865074,26.692327617937522,1.1646393626973062,9.051425447109391,3415.909858156792,2753.928472541172,False,,,188.6483309908329,7.048583938740194e-12
逐时段独立,10.0,4,34891.18104615229,-0.6711871157009828,47877.906584367855,27.124672870421055,-0.432891674385949,11.404798241102414,3052.995119095244,3359.2926829412945,False,,,261.4443815803178,2.9558577807620168e-12
逐时段独立,10.0,5,34886.386353721435,-0.6848367283831194,48009.57084606214,27.33451739116535,-0.3131008429057669,9.353965077917907,3152.7462535206537,3416.502563085781,False,,,285.45257599599694,1.3415046851150692e-11
逐时段独立,10.0,6,34650.94149360672,-1.3551051960503546,47691.36470418002,27.343363502932732,-0.6511756271536884,8.43638235652407,2834.537581975799,3219.5533898434187,False,,,191.73183141660402,3.410605131648481e-12
逐时段独立,10.0,7,34593.84257967608,-1.5176553639627335,47544.739199673946,27.23938933728904,-1.4582648788192265,13.963652974191556,2820.9961970737854,3607.6266167921167,False,,,326.9795412858122,3.637978807091713e-12
逐时段独立,10.0,8,35459.93646587763,0.9479555721920473,48227.725375292976,26.473960382871947,0.8965310829106343,8.860420602001938,3278.77766630039,2788.976315238362,False,,,266.5854041251518,3.410605131648481e-12
逐时段独立,10.0,9,35675.53651973914,1.561729504909518,48277.48103711023,26.1031525395539,1.1605436173651729,11.044662657414873,3885.1245345123766,3138.9913970798443,False,,,104.08770325754136,1.0800249583553523e-12
逐时段独立,10.0,10,35728.09096622621,1.711342404927082,48803.80621939666,26.792408760883934,1.591142385864197,10.83771719692046,3543.300759121858,2664.143953946957,False,,,264.8093454707556,5.229594535194337e-12
逐时段独立,10.0,11,35246.25025061475,0.3396299880358327,48171.590914679546,26.831874178616754,1.2791349086997306,11.397940098056504,3558.3884767672016,2925.5784198782803,False,,,361.21975117342936,8.640199666842818e-12
逐时段独立,10.0,12,34654.22676991999,-1.3457526150711598,47954.43760159605,27.73509918346618,-0.7245415447726389,9.125622284972977,2940.084529938817,3491.2436595778045,False,,,199.1653720038038,1.4779288903810084e-11
逐时段独立,10.0,13,35461.31152320461,0.9518701089844825,48108.11978882141,26.288302933334464,0.4467696119096587,8.677133088372434,3247.520664191196,2912.997278831013,False,,,144.62505635461486,3.410605131648481e-12
逐时段独立,10.0,14,35824.169199616525,1.9848595683058978,48723.429323909135,26.474450389235635,2.241776562483455,11.160674427284986,3694.425600303178,2502.270232056925,False,,,126.65080794850952,1.8189894035458565e-12
逐时段独立,10.0,15,35219.144620006904,0.2624652137280683,48301.24273736059,27.084392400601313,0.9443002259756472,10.203101143477033,3468.969430645758,2998.1366391223205,False,,,376.365815890474,8.185452315956354e-12
逐时段独立,10.0,16,34741.11468416699,-1.0983986099220753,47652.13265823155,27.094313000982297,-0.6502943646495174,11.397147544603104,3038.300555847004,3375.232711280993,False,,,199.12531276111224,4.092726157978177e-12
逐时段独立,10.0,17,36241.81661891806,3.1738254077981,49047.719702131384,26.109069210524044,3.2492724782529736,14.288397933631666,4304.710423113485,2507.883476440349,False,,,186.22786442104336,1.0231815394945443e-12
逐时段独立,10.0,18,35059.30940691044,-0.19255641345561328,48127.32572580699,27.153007406536986,-0.5669659048724407,13.595224086691784,3105.8162625725604,3386.3126738090086,False,,,160.69694115708555,9.094947017729282e-12
逐时段独立,10.0,19,35308.29774495575,0.5162678595708958,48479.71256010269,27.168921017874617,0.7462616788623144,14.364633750762383,3677.7232473393406,3411.370051101844,False,,,208.09163916476626,5.002220859751105e-12
逐时段独立,10.0,20,35317.75050195895,0.543178130403221,48628.63873413204,27.372528984304644,0.9795434349615162,11.209588258772529,3562.8477341537628,3152.0088453341127,False,,,395.7136169500811,5.4569682106375694e-12
逐时段独立,10.0,21,35119.43639727831,-0.02138586558432627,47690.3361046332,26.35942778799918,-0.3424417659781853,10.489773599934306,3142.650176741797,3270.949830777725,False,,,194.39925819522102,2.2737367544323206e-12
逐时段独立,10.0,22,35089.22247015565,-0.10739939174433391,48035.40423440869,26.951333023194262,-0.41407804471491616,10.63188357736914,3318.760321863274,3557.5518824176743,False,,,104.52431641046599,6.139089236967266e-12
逐时段独立,10.0,23,34869.28700374682,-0.7335154512909328,48139.78511338315,27.566591912241538,-0.6360659852284067,8.614691326804099,2918.186187854936,3354.0826274364713,False,,,133.85255266655105,3.865352482534945e-12
逐时段独立,10.0,24,34568.61031669972,-1.5894870031529043,47576.488995243824,27.34098070970409,-1.602985639545318,11.986607544213992,2915.341895267483,3859.838330574695,False,,,199.7693631768992,9.322320693172514e-12
逐时段独立,10.0,25,35662.658743716835,1.5250688311652507,48592.49235476519,26.60870637515345,1.0310348039461292,11.149983337197607,3719.304018871354,3141.3702041391807,False,,,205.4474071638522,1.1368683772161603e-12
逐时段独立,10.0,26,34617.337483423114,-1.450769668837165,48166.388564243476,28.129680228669994,-1.7043557978229429,9.570438360572892,2734.5221791172403,3788.8602588780145,False,,,256.9612245971982,4.547473508864641e-12
逐时段独立,10.0,27,34227.13739213384,-2.5615979839876797,47345.97409784008,27.70845242004372,-2.0884267931285616,11.070130224128999,2637.011896879396,3869.8616506762287,False,,,390.58762709190717,1.8189894035458565e-12
逐时段独立,10.0,28,34813.63562446146,-0.8919447527375259,47796.548836511,27.16286746237232,-0.2378031952506965,12.018669375460956,2923.763635721347,3165.178279051457,False,,,257.0444224462352,9.322320693172514e-12
逐时段独立,10.0,29,34947.358539575536,-0.5112600634992968,48195.70453809647,27.48864473606508,0.26757039360030266,11.704732419088861,3337.9057711045352,3312.2708253368855,False,,,261.5757222134934,1.3642420526593924e-12
